"BENCHMARKALTITUDE","BENCHMARKID","BENCHMARKLATITUDE","BENCHMARKLONGITUDE","DRONEALTITUDE","DRONELATITUDE","DRONELONGITUDE","LOGMARK","OFFSET","OFFSETAROUNDLATITUDE","OFFSETAROUNDLONGITUDE","SATELLITECOUNT","UPDATETIMESTAMP"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85870784297142","170.54657012857334","","2.0576112","1.8057227","0.98647314","0","1763783932567"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587079909299","170.54657001645128","","2.0474124","1.7892773","0.99518055","0","1763783932732"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85870814952003","170.54656990413858","","2.0363119","1.7716502","1.0039028","0","1763783932942"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85870831661649","170.54656982054317","","2.023408","1.7530777","1.0103948","0","1763783933172"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85870846221436","170.54656970296904","","2.01401","1.7368947","1.0195256","0","1763783933337"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85870864916062","170.546569586772","","2.000742","1.7161158","1.0285496","0","1763783933553"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85870884176992","170.54656947202207","","1.987048","1.6947076","1.037461","0","1763783933739"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85870903822239","170.54656935916967","","1.9730912","1.6728722","1.0462252","0","1763783933945"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85870920978712","170.5465692480555","","1.9615766","1.6538031","1.0548543","0","1763783934162"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85870941750222","170.5465691390573","","1.946762","1.6307158","1.0633192","0","1763783934335"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587096267095","170.54656903215744","","1.9319183","1.6074628","1.0716211","0","1763783934543"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85870980867886","170.54656895661475","","1.9184113","1.5872371","1.0774877","0","1763783934767"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587100259869","170.54656887655057","","1.9020116","1.5630836","1.0837054","0","1763783934946"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871024320874","170.5465687640599","","1.8872637","1.5389397","1.0924416","0","1763783935174"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871046031171","170.54656865410263","","1.8726467","1.514809","1.1009809","0","1763783935374"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871067578383","170.5465685480077","","1.8582336","1.4908596","1.1092201","0","1763783935535"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858710860938885","170.5465684740095","","1.8452302","1.4702799","1.1149669","0","1763783935753"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871105014431","170.54656839714448","","1.8321637","1.44925","1.1209363","0","1763783935927"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858711242313234","170.5465683461701","","1.8177626","1.4278907","1.124895","0","1763783936154"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871143614567","170.54656828694695","","1.8037649","1.4063466","1.1294942","0","1763783936376"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858711601088444","170.54656822150346","","1.7927201","1.3880134","1.1345766","0","1763783936540"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858711742958796","170.54656817938059","","1.7826254","1.3722447","1.1378479","0","1763783936752"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858711859972175","170.5465681267014","GPS Fixed Point Origin","1.7752619","1.3592389","1.1419389","0","1763783936979"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858711964143204","170.5465680624611","GPS Fixed Point Origin","1.7696419","1.3476603","1.1469278","0","1763783937137"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871205541673","170.54656798977481","GPS Fixed Point Origin","1.765608","1.3375155","1.1525726","0","1763783937355"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871213750049","170.54656793806933","GPS Fixed Point Origin","1.7613409","1.3283919","1.1565881","0","1763783937575"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871224332808","170.5465678461521","GPS Fixed Point Origin","1.7572058","1.3166294","1.1637264","0","1763783937736"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871233516593","170.54656774784465","GPS Fixed Point Origin","1.754658","1.3064218","1.171361","0","1763783937964"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871242264768","170.54656764588742","GPS Fixed Point Origin","1.752748","1.2966982","1.1792791","0","1763783938126"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858712535038336","170.54656754051786","GPS Fixed Point Origin","1.7490717","1.2842062","1.1874621","0","1763783938349"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858712668338356","170.54656743206164","GPS Fixed Point Origin","1.7439873","1.2693901","1.1958848","0","1763783938555"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871279031553","170.54656732302843","GPS Fixed Point Origin","1.7399943","1.2558324","1.2043524","0","1763783938774"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871290047834","170.546567243197","GPS Fixed Point Origin","1.7354964","1.2435881","1.2105521","0","1763783938940"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871300528436","170.54656715778108","GPS Fixed Point Origin","1.731824","1.231939","1.2171855","0","1763783939158"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858713134353586","170.54656706792733","GPS Fixed Point Origin","1.7265891","1.2175932","1.2241635","0","1763783939377"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858713283996465","170.5465669756384","GPS Fixed Point Origin","1.7200239","1.2009605","1.2313308","0","1763783939537"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871345122116","170.54656690958222","GPS Fixed Point Origin","1.7108018","1.1823738","1.2364607","0","1763783939769"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871363330938","170.5465668351458","GPS Fixed Point Origin","1.7010943","1.1621349","1.2422414","0","1763783939936"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858713827679374","170.54656672335798","GPS Fixed Point Origin","1.692814","1.140531","1.2509229","0","1763783940155"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871403103463","170.54656658174142","GPS Fixed Point Origin","1.6858851","1.1179284","1.2619208","0","1763783940375"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858714240822295","170.54656644559634","GPS Fixed Point Origin","1.6785153","1.0946108","1.272494","0","1763783940537"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871442580976","170.54656634527547","GPS Fixed Point Origin","1.671141","1.0740497","1.2802849","0","1763783940753"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871458925445","170.54656627509587","GPS Fixed Point Origin","1.6637318","1.055883","1.285735","0","1763783940974"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871476500287","170.54656620079245","GPS Fixed Point Origin","1.6559002","1.0363488","1.2915055","0","1763783941134"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871495010813","170.54656609326958","GPS Fixed Point Origin","1.6496737","1.0157746","1.2998557","0","1763783941356"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858715113317245","170.54656601651254","GPS Fixed Point Origin","1.643299","0.9976342","1.3058167","0","1763783941526"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858715287114634","170.54656593590235","GPS Fixed Point Origin","1.6366581","0.97831684","1.3120768","0","1763783941745"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871544055466","170.54656588158176","GPS Fixed Point Origin","1.6299261","0.9612622","1.3162954","0","1763783941963"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871560676957","170.54656581814527","GPS Fixed Point Origin","1.623107","0.9427877","1.3212218","0","1763783942135"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871578382225","170.54656571717817","GPS Fixed Point Origin","1.6181898","0.9231085","1.329063","0","1763783942362"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858715969455424","170.54656561393784","GPS Fixed Point Origin","1.6131482","0.90247566","1.3370807","0","1763783942572"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871616163451","170.54656550870973","GPS Fixed Point Origin","1.608126","0.88111526","1.3452528","0","1763783942736"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871633033158","170.54656540223544","GPS Fixed Point Origin","1.6048968","0.8623648","1.3535215","0","1763783942959"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858716509375995","170.54656529470907","GPS Fixed Point Origin","1.6013875","0.84246427","1.3618721","0","1763783943127"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871669692486","170.54656518650077","GPS Fixed Point Origin","1.597721","0.8216185","1.3702755","0","1763783943350"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871689039644","170.54656504997322","GPS Fixed Point Origin","1.5959349","0.8001144","1.3808783","0","1763783943558"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858717059460794","170.54656494870787","GPS Fixed Point Origin","1.5934466","0.78132313","1.3887426","0","1763783943732"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858717237013565","170.54656484855957","GPS Fixed Point Origin","1.5906872","0.7615884","1.3965201","0","1763783943949"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871739243138","170.54656477958812","GPS Fixed Point Origin","1.587218","0.74431396","1.4018764","0","1763783944169"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858717557829266","170.54656473584922","GPS Fixed Point Origin","1.5816977","0.7259302","1.4052732","0","1763783944331"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871770187068","170.54656468304546","GPS Fixed Point Origin","1.5780754","0.7099202","1.409374","0","1763783944546"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858717828821824","170.54656462290131","GPS Fixed Point Origin","1.5759677","0.6958098","1.4140447","0","1763783944770"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871797084046","170.54656458602773","GPS Fixed Point Origin","1.5716435","0.6800246","1.4169084","0","1763783944940"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871809760206","170.54656456648578","GPS Fixed Point Origin","1.5669724","0.6659352","1.418426","0","1763783945159"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871824115949","170.54656450289204","GPS Fixed Point Origin","1.5647492","0.64997905","1.4233648","0","1763783945379"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871839831845","170.5465644310653","GPS Fixed Point Origin","1.5626733","0.6325111","1.4289428","0","1763783945542"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871853834752","170.5465643810092","GPS Fixed Point Origin","1.5600084","0.616947","1.4328302","0","1763783945757"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871869319888","170.54656432021696","GPS Fixed Point Origin","1.5576382","0.5997355","1.4375513","0","1763783945975"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871883081432","170.54656427953168","GPS Fixed Point Origin","1.5547405","0.58443975","1.4407109","0","1763783946150"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871895380662","170.54656422645888","GPS Fixed Point Origin","1.5534861","0.57076937","1.4448326","0","1763783946369"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871906519338","170.5465641912966","GPS Fixed Point Origin","1.5515276","0.5583889","1.4475633","0","1763783946528"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871916691705","170.5465641399659","GPS Fixed Point Origin","1.551224","0.5470824","1.4515496","0","1763783946747"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871926188384","170.54656407456469","GPS Fixed Point Origin","1.5522978","0.536527","1.4566287","0","1763783946975"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871938078883","170.5465640268173","GPS Fixed Point Origin","1.5512698","0.5233109","1.4603368","0","1763783947145"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871949066679","170.54656396471424","GPS Fixed Point Origin","1.5517457","0.5110981","1.4651598","0","1763783947356"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871959331458","170.54656391975294","GPS Fixed Point Origin","1.5513304","0.49968895","1.4686514","0","1763783947531"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871969036198","170.54656386079043","GPS Fixed Point Origin","1.552235","0.48890227","1.4732305","0","1763783947747"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871978315929","170.54656381933177","GPS Fixed Point Origin","1.5520798","0.47858799","1.4764502","0","1763783947977"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587198731821","170.5465637625987","GPS Fixed Point Origin","1.5532237","0.4685821","1.4808561","0","1763783948143"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871996135775","170.546563722181","GPS Fixed Point Origin","1.5532937","0.45878148","1.483995","0","1763783948363"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858720048220576","170.5465636951487","GPS Fixed Point Origin","1.552479","0.4491268","1.4860942","0","1763783948579"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872013495489","170.54656365022583","GPS Fixed Point Origin","1.5530634","0.4394864","1.489583","0","1763783948740"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872022183593","170.54656362017067","GPS Fixed Point Origin","1.5526011","0.42982972","1.491917","0","1763783948962"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858720279451425","170.5465636014537","GPS Fixed Point Origin","1.5522388","0.42342582","1.4933707","0","1763783949134"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587203435668","170.54656356137573","GPS Fixed Point Origin","1.5533084","0.4162995","1.4964831","0","1763783949345"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587204416861","170.5465635041568","GPS Fixed Point Origin","1.5547106","0.4053937","1.5009267","0","1763783949562"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872051103778","170.5465634607439","GPS Fixed Point Origin","1.5559777","0.39768535","1.5042982","0","1763783949728"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858720614941646","170.54656337039233","GPS Fixed Point Origin","1.5598636","0.3861366","1.5113149","0","1763783949950"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872071853926","170.54656327085831","GPS Fixed Point Origin","1.564557","0.37462184","1.5190448","0","1763783950176"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872082108424","170.54656319341936","GPS Fixed Point Origin","1.5677167","0.36322412","1.5250586","0","1763783950339"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872089386899","170.54656313403015","GPS Fixed Point Origin","1.5703545","0.35513422","1.5296708","0","1763783950565"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858720971717645","170.54656306162144","GPS Fixed Point Origin","1.5739052","0.34648144","1.535294","0","1763783950776"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872105244359","170.54656297750094","GPS Fixed Point Origin","1.5783354","0.33750886","1.541827","0","1763783950955"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858721136928125","170.5465629146414","GPS Fixed Point Origin","1.5811292","0.32811853","1.5467086","0","1763783951177"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858721225214076","170.54656284126784","GPS Fixed Point Origin","1.5847036","0.31830567","1.5524068","0","1763783951339"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587213153097","170.54656281771818","GPS Fixed Point Origin","1.5845164","0.30829167","1.5542357","0","1763783951555"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872137836282","170.5465628055736","","1.5840938","0.30128342","1.5551789","0","1763783951771"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872141619492","170.54656280474097","","1.5833629","0.29707843","1.5552435","0","1763783951943"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872146446536","170.54656281173624","","1.5818311","0.29171324","1.5547003","0","1763783952160"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872149593785","170.5465627914701","","1.5827372","0.28821513","1.556274","0","1763783952369"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858721539967846","170.54656278128897","","1.5826312","0.28332126","1.5570648","0","1763783952571"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858721597875686","170.54656277652862","","1.5818557","0.27688488","1.5574344","0","1763783952761"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858721665643635","170.54656274775806","","1.5827564","0.26935256","1.5596688","0","1763783952968"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858721742273694","170.54656272821845","","1.5828258","0.26083526","1.5611862","0","1763783953138"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872179705795","170.54656268741402","","1.5849614","0.25474605","1.5643551","0","1763783953359"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872186183509","170.54656265753798","","1.5861118","0.24754617","1.5666753","0","1763783953581"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872190733105","170.54656260771176","","1.5891546","0.24248935","1.5705448","0","1763783953751"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858721964523575","170.5465625691499","","1.5911585","0.23613249","1.5735395","0","1763783953965"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872203318673","170.54656254049164","","1.5922464","0.22850068","1.5757651","0","1763783954144"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872211150762","170.5465624913466","","1.5948005","0.21979542","1.5795817","0","1763783954362"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858722167623974","170.54656245422774","","1.5968096","0.21355818","1.5824645","0","1763783954585"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858722235176685","170.5465623982212","","1.6001359","0.20604979","1.5868139","0","1763783954742"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858722281301205","170.54656235599606","","1.6027371","0.20092312","1.5900931","0","1763783954973"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858722309807526","170.54656232498758","","1.6047328","0.19775468","1.5925013","0","1763783955131"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872235544268","170.5465622738698","","1.6080568","0.1926824","1.5964711","0","1763783955350"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872241423716","170.54656223604212","","1.6102048","0.18614748","1.5994087","0","1763783955571"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872245596703","170.54656220883535","","1.6117746","0.18150926","1.6015216","0","1763783955732"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872251264021","170.5465621616776","","1.614718","0.17521012","1.605184","0","1763783955950"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858722551899696","170.54656209750573","","1.619206","0.17084648","1.6101675","0","1763783956185"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587226075813","170.54656204971147","","1.6222572","0.16465755","1.6138792","0","1763783956344"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587226754981","170.54656198550038","","1.6264716","0.1571087","1.6188658","0","1763783956554"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858722695425","170.54656196667034","","1.6277149","0.15489385","1.6203282","0","1763783956731"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872273364258","170.54656192785092","","1.6303179","0.15064603","1.623343","0","1763783956954"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587227584203","170.54656193424725","GPS Fixed Point Origin","1.6295711","0.14789201","1.6228462","0","1763783957173"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872280317525","170.54656194410163","GPS Fixed Point Origin","1.6283648","0.14291757","1.6220809","0","1763783957337"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872283349767","170.54656192836293","GPS Fixed Point Origin","1.6292902","0.13954727","1.6233032","0","1763783957553"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872288271901","170.54656188931136","GPS Fixed Point Origin","1.6318533","0.13407639","1.626336","0","1763783957774"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872294777564","170.5465618302427","GPS Fixed Point Origin","1.6358485","0.12684545","1.6309233","0","1763783957946"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858722995499974","170.54656178424509","GPS Fixed Point Origin","1.639008","0.12154095","1.6344954","0","1763783958159"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587230585349","170.5465617207682","GPS Fixed Point Origin","1.643421","0.11453471","1.639425","0","1763783958385"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872307305736","170.5465617342805","GPS Fixed Point Origin","1.6422625","0.11292056","1.6383756","0","1763783958558"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872307979925","170.5465617486185","GPS Fixed Point Origin","1.6411002","0.11217121","1.6372622","0","1763783958766"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872307694016","170.54656176616695","GPS Fixed Point Origin","1.6397624","0.11248899","1.6358994","0","1763783958932"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858723066675275","170.54656178537982","GPS Fixed Point Origin","1.6383525","0.11362992","1.6344073","0","1763783959162"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872305458785","170.54656180242088","GPS Fixed Point Origin","1.6371261","0.11497342","1.6330839","0","1763783959388"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858723004115795","170.54656185367475","GPS Fixed Point Origin","1.6335601","0.12058332","1.6291035","0","1763783959543"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872290255061","170.54656198293335","GPS Fixed Point Origin","1.6244268","0.13187213","1.6190653","0","1763783959768"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.8587228109312","170.54656209484264","GPS Fixed Point Origin","1.6166278","0.14205551","1.6103743","0","1763783959987"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858722732243024","170.54656228223732","GPS Fixed Point Origin","1.6029307","0.15080158","1.5958213","0","1763783960155"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858722726945665","170.54656240106956","GPS Fixed Point Origin","1.5937991","0.15139037","1.5865927","0","1763783960362"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872272404589","170.54656243768565","GPS Fixed Point Origin","1.590999","0.15171269","1.583749","0","1763783960535"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872275177051","170.5465624941419","GPS Fixed Point Origin","1.5863429","0.14863113","1.5793647","0","1763783960742"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872277620021","170.54656256782528","GPS Fixed Point Origin","1.580393","0.1459158","1.5736424","0","1763783960965"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858722762475495","170.54656255984673","GPS Fixed Point Origin","1.5811515","0.14744128","1.574262","0","1763783961139"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872278865384","170.54656255151613","GPS Fixed Point Origin","1.581527","0.14453161","1.574909","0","1763783961347"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872287529608","170.54656257951245","GPS Fixed Point Origin","1.5785098","0.13490145","1.5727348","0","1763783961570"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872297749091","170.54656255864282","GPS Fixed Point Origin","1.5791954","0.12354263","1.5743555","0","1763783961728"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872316295061","170.54656248086025","GPS Fixed Point Origin","1.5837444","0.102929056","1.5803962","0","1763783961953"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872340572705","170.54656231500172","GPS Fixed Point Origin","1.5950857","0.0759448","1.5932767","0","1763783962177"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872347061663","170.54656221171754","GPS Fixed Point Origin","1.6027722","0.06873242","1.6012979","0","1763783962335"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872334353593","170.54656191052467","GPS Fixed Point Origin","1.6268","0.08285726","1.6246885","0","1763783962554"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872316791708","170.54656166336707","GPS Fixed Point Origin","1.6470677","0.10237704","1.6438829","0","1763783962776"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872284126326","170.54656136522937","GPS Fixed Point Origin","1.672795","0.13868414","1.6670363","0","1763783962939"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872225634359","170.5465611746565","GPS Fixed Point Origin","1.6941268","0.20369712","1.6818362","0","1763783963156"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872141711796","170.54656089743224","GPS Fixed Point Origin","1.72906","0.29697585","1.7033654","0","1763783963325"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85872038412628","170.54656058048602","GPS Fixed Point Origin","1.7763687","0.41179138","1.7279797","0","1763783963544"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.858719411242966","170.54656029532856","GPS Fixed Point Origin","1.825722","0.51992595","1.7501249","0","1763783963764"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871870560433","170.54656017937396","GPS Fixed Point Origin","1.8581091","0.59835666","1.75913","0","1763783963925"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871823345065","170.54655999706554","GPS Fixed Point Origin","1.8889517","0.6508359","1.7732881","0","1763783964157"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871765234952","170.54655984242834","GPS Fixed Point Origin","1.9233093","0.7154244","1.7852973","0","1763783964382"
"313.09","36757301","-45.858724089","170.546582831","0.0","-45.85871689004521","170.5465596955736","GPS Fixed Point Origin","1.9668208","0.80015343","1.796702","0","1763783964541"
